CareerStage,IndustryCluster,CareerPath,JobTitle,JobSOCCode,EntryLevelWage,AverageWage,Skills,MatchScore
NOW,Finance,Finance & Accounting,Civil Project Engineer,29-1141,33515.0,60721.0,"['Accounting Principles', 'Tax Planning', 'Financial Reporting', 'Financial Forecasting', 'Investment Analysis', 'Financial Analysis']",0
NOW,Finance,Automotive Engineering,Supply Chain Analyst,43-5081,37562.0,46175.0,"['Financial Analysis', 'Risk Management', 'Accounting Principles', 'Compliance', 'Attention to Detail']",0
NEXT,Finance,Automotive Engineering,Junior Software Developer,17-2071,39101.0,53289.0,"['Tax Planning', 'Accounting Principles', 'Attention to Detail', 'Financial Analysis', 'Compliance']",0
NEXT,Finance,IT Support,Supply Chain Analyst,17-2071,35787.0,78382.0,"['Compliance', 'Risk Management', 'Financial Reporting', 'Data Analysis', 'Financial Analysis']",0
NEXT,Logistics,IT Support,Warehouse Operations Manager,15-1121,32636.0,72420.0,"['Warehouse Operations', 'Attention to Detail', 'Freight Management']",0
NOW,Engineering,IT Support,Senior Software Developer,15-1256,43223.0,47521.0,"['Electrical Systems', 'Thermodynamics', 'Automation', 'Analytical Skills', 'Design Thinking']",0
NEXT,Engineering,Finance & Accounting,Financial Auditor,11-3071,30279.0,49326.0,"['Structural Analysis', 'Mathematics', 'Civil Engineering']",0
NEXT,Finance,IT Support,Cybersecurity Analyst,13-2051,43176.0,47125.0,"['Data Analysis', 'Risk Management', 'Investment Analysis']",0
NEXT,Healthcare,Automotive Engineering,Automotive Quality Engineer,15-1152,38863.0,77327.0,"['Patient Assessment', 'Attention to Detail', 'Health Education']",0
NOW,Logistics,Automotive Engineering,Warehouse Operations Manager,17-2112,33132.0,77717.0,"['Freight Management', 'Vendor Relations', 'Data Entry']",1
NOW,Healthcare,Finance & Accounting,Junior Software Developer,15-1256,33654.0,70025.0,"['Diagnostic Skills', 'Communication', 'Clinical Procedures', 'Attention to Detail', 'Patient Assessment', 'Health Education']",0
NEXT,Engineering,Medical Services,Civil Project Engineer,15-1256,30889.0,71288.0,"['Structural Analysis', 'Mathematics', 'Analytical Skills', 'Civil Engineering']",0
NOW,Engineering,Software Development,Network Administrator,17-2141,31389.0,64972.0,"['Analytical Skills', 'Civil Engineering', 'Design Thinking', 'Thermodynamics', 'CAD Software', 'Electrical Systems']",0
NOW,Information Technology,Finance & Accounting,Mechanical Design Engineer,43-5081,32767.0,46363.0,"['SQL', 'Machine Learning', 'Data Analysis', 'Network Configuration', 'Problem Solving', 'Database Management']",2
NEXT,Engineering,Software Development,Clinical Laboratory Technician,17-2112,36768.0,57243.0,"['Design Thinking', 'CAD Software', 'Analytical Skills']",0
NEXT,Information Technology,Software Development,Electrical Systems Engineer,15-1152,36338.0,73809.0,"['SQL', 'Data Analysis', 'Python', 'Software Development']",1
NOW,Healthcare,Medical Services,Risk Compliance Officer,17-2112,36771.0,56777.0,"['Emergency Response', 'Attention to Detail', 'Communication', 'Health Education']",0
NEXT,Finance,IT Support,Registered Nurse,43-5081,38982.0,62202.0,"['Risk Management', 'Budgeting', 'Financial Reporting', 'Accounting Principles', 'Financial Forecasting', 'Attention to Detail']",0
NEXT,Logistics,Automotive Engineering,Tax Consultant,17-2071,30313.0,61164.0,"['Warehouse Operations', 'Order Processing', 'Vendor Relations', 'Supply Chain Optimization', 'Attention to Detail']",0
NEXT,Healthcare,Medical Services,Senior Software Developer,17-2071,38023.0,71978.0,"['Health Education', 'Emergency Response', 'Medical Knowledge', 'Patient Assessment']",0
NEXT,Finance,Finance & Accounting,Mechanical Design Engineer,17-2141,39082.0,64554.0,"['Compliance', 'Financial Analysis', 'Budgeting']",0
NEXT,Logistics,Supply Chain Management,Logistics Planner,29-1141,35654.0,75646.0,"['Freight Management', 'Supply Chain Optimization', 'Attention to Detail', 'Vendor Relations']",0
NEXT,Engineering,Medical Services,Automotive Quality Engineer,11-3071,30503.0,62106.0,"['Civil Engineering', 'Electrical Systems', 'Mathematics', 'Quality Control', 'Project Management']",0
NOW,Finance,Supply Chain Management,Senior Software Developer,17-2071,30204.0,52497.0,"['Attention to Detail', 'Budgeting', 'Data Analysis', 'Accounting Principles', 'Risk Management', 'Compliance']",0
NOW,Healthcare,IT Support,Junior Software Developer,17-2112,41333.0,57517.0,"['Patient Care', 'Problem Solving', 'Emergency Response']",1
NOW,Logistics,IT Support,Clinical Laboratory Technician,15-1132,41387.0,47254.0,"['Attention to Detail', 'Data Entry', 'Supply Chain Optimization', 'Inventory Management', 'Warehouse Operations']",1
NOW,Logistics,Finance & Accounting,Civil Project Engineer,15-1256,38196.0,57525.0,"['Vendor Relations', 'Warehouse Operations', 'Data Entry', 'Logistics Coordination']",1
NOW,Healthcare,Software Development,Mechanical Design Engineer,17-2141,39707.0,60463.0,"['Emergency Response', 'Medical Documentation', 'Patient Assessment', 'Medical Knowledge']",0
NOW,Engineering,Software Development,Network Administrator,17-2071,42174.0,51072.0,"['Quality Control', 'Analytical Skills', 'Mechanical Design']",0
NEXT,Information Technology,Medical Services,Civil Project Engineer,15-1152,37138.0,72446.0,"['Network Configuration', 'Cybersecurity', 'SQL']",1
NEXT,Healthcare,Automotive Engineering,Clinical Laboratory Technician,43-5081,38308.0,73529.0,"['Patient Assessment', 'Health Education', 'Medical Knowledge', 'Medical Documentation', 'Attention to Detail']",0
NOW,Finance,Software Development,Cybersecurity Analyst,15-1256,44917.0,58156.0,"['Tax Planning', 'Financial Analysis', 'Data Analysis']",0
NOW,Healthcare,Medical Services,IT Support Specialist,29-1141,41328.0,46660.0,"['Attention to Detail', 'Patient Care', 'Medical Documentation', 'Communication']",0
NOW,Logistics,Automotive Engineering,Civil Project Engineer,17-2141,35108.0,77371.0,"['Logistics Coordination', 'Vendor Relations', 'Inventory Management', 'Supply Chain Optimization', 'Forecasting Demand', 'Warehouse Operations']",0
NOW,Engineering,IT Support,Junior Software Developer,15-1132,44281.0,54555.0,"['Mechanical Design', 'Quality Control', 'Mathematics', 'Analytical Skills']",0
NEXT,Finance,Finance & Accounting,Cybersecurity Analyst,13-2051,40524.0,49956.0,"['Tax Planning', 'Budgeting', 'Attention to Detail', 'Investment Analysis']",0
NOW,Engineering,IT Support,Mechanical Design Engineer,43-5081,36402.0,69007.0,"['CAD Software', 'Quality Control', 'Mathematics', 'Design Thinking']",0
NOW,Logistics,Medical Services,Warehouse Operations Manager,15-1152,36048.0,46277.0,"['Supply Chain Optimization', 'Order Processing', 'Inventory Management']",0
NEXT,Logistics,Software Development,Registered Nurse,17-2112,44409.0,47639.0,"['Freight Management', 'Vendor Relations', 'Warehouse Operations', 'Supply Chain Optimization']",0
NEXT,Healthcare,Medical Services,Senior Software Developer,29-1141,44908.0,66939.0,"['Medical Documentation', 'Communication', 'Patient Care', 'Clinical Procedures', 'Medical Knowledge']",0
NOW,Healthcare,Medical Services,Financial Auditor,11-3071,43915.0,52031.0,"['Diagnostic Skills', 'Attention to Detail', 'Health Education', 'Patient Care']",0
NEXT,Engineering,Supply Chain Management,Clinical Laboratory Technician,15-1152,36119.0,78021.0,"['Quality Control', 'Automation', 'Civil Engineering', 'Design Thinking', 'CAD Software', 'Project Management']",0
NOW,Healthcare,Supply Chain Management,Warehouse Operations Manager,17-2112,39810.0,70272.0,"['Patient Assessment', 'Medical Documentation', 'Health Education']",0
NOW,Logistics,Software Development,Pharmacy Assistant,17-2141,42501.0,78534.0,"['Freight Management', 'Vendor Relations', 'Data Entry', 'Inventory Management']",1
NEXT,Logistics,IT Support,Junior Software Developer,43-5081,41129.0,61324.0,"['Supply Chain Optimization', 'Attention to Detail', 'Inventory Management']",0
NEXT,Engineering,Software Development,Warehouse Operations Manager,15-1132,35343.0,78514.0,"['Thermodynamics', 'Analytical Skills', 'Mechanical Design', 'CAD Software', 'Civil Engineering']",0
NOW,Information Technology,Software Development,Clinical Laboratory Technician,15-1152,37788.0,70725.0,"['Cybersecurity', 'Software Development', 'SQL']",1
NOW,Engineering,Automotive Engineering,Junior Software Developer,15-1121,35325.0,76885.0,"['CAD Software', 'Electrical Systems', 'Quality Control', 'Mathematics']",0
NOW,Engineering,Automotive Engineering,Junior Software Developer,43-5081,42057.0,46318.0,"['CAD Software', 'Automation', 'Civil Engineering']",0
NOW,Logistics,IT Support,Pharmacy Assistant,17-2071,41529.0,69641.0,"['Inventory Management', 'Logistics Coordination', 'Attention to Detail', 'Project Management', 'Vendor Relations']",0
NOW,Information Technology,IT Support,Junior Software Developer,15-1256,38618.0,45993.0,"['Python', 'Problem Solving', 'Cloud Computing']",1
NOW,Information Technology,Software Development,Junior Software Developer,43-5081,32330.0,77167.0,"['Network Configuration', 'Software Development', 'Cybersecurity']",0
NEXT,Information Technology,Medical Services,Financial Auditor,11-3071,39913.0,57238.0,"['Database Management', 'Problem Solving', 'Machine Learning', 'Cloud Computing', 'Technical Support']",1
NOW,Engineering,Software Development,Automotive Quality Engineer,17-2141,34448.0,74804.0,"['Quality Control', 'Mechanical Design', 'Project Management', 'Mathematics', 'Civil Engineering']",0
NEXT,Logistics,Software Development,Tax Consultant,15-1132,41839.0,75740.0,"['Logistics Coordination', 'Project Management', 'Vendor Relations']",0
NOW,Information Technology,IT Support,Network Administrator,17-2112,39175.0,68224.0,"['SQL', 'Problem Solving', 'Java', 'Network Configuration', 'Data Analysis', 'Database Management']",3
NOW,Information Technology,Automotive Engineering,Mechanical Design Engineer,17-2141,39639.0,78526.0,"['Java', 'SQL', 'Problem Solving', 'Network Configuration', 'Database Management']",3
NOW,Logistics,Automotive Engineering,Cybersecurity Analyst,11-3071,31003.0,58799.0,"['Order Processing', 'Logistics Coordination', 'Freight Management']",0
NEXT,Engineering,Supply Chain Management,Registered Nurse,11-3071,30853.0,79184.0,"['Structural Analysis', 'Mechanical Design', 'Electrical Systems', 'Thermodynamics', 'Mathematics']",0
NOW,Engineering,Software Development,Automotive Quality Engineer,17-2141,34074.0,45851.0,"['Project Management', 'Design Thinking', 'CAD Software', 'Civil Engineering', 'Mechanical Design', 'Mathematics']",0
NEXT,Healthcare,Medical Services,IT Support Specialist,17-2051,38826.0,78629.0,"['Problem Solving', 'Communication', 'Patient Care', 'Diagnostic Skills', 'Attention to Detail', 'Clinical Procedures']",1
NEXT,Engineering,Automotive Engineering,Civil Project Engineer,15-1132,34283.0,69193.0,"['Analytical Skills', 'Design Thinking', 'Quality Control', 'Automation', 'Mathematics']",0
NOW,Engineering,Medical Services,Registered Nurse,29-1141,41971.0,68126.0,"['Thermodynamics', 'Mechanical Design', 'Project Management', 'Quality Control', 'Civil Engineering', 'Mathematics']",0
NOW,Logistics,Software Development,Supply Chain Analyst,15-1132,38746.0,50910.0,"['Order Processing', 'Attention to Detail', 'Warehouse Operations']",0
NEXT,Information Technology,Automotive Engineering,Warehouse Operations Manager,15-1152,42805.0,63889.0,"['Machine Learning', 'Software Development', 'Problem Solving', 'Technical Support']",1
NOW,Healthcare,Supply Chain Management,Tax Consultant,17-2051,34232.0,45812.0,"['Attention to Detail', 'Patient Care', 'Patient Assessment', 'Emergency Response']",0
NEXT,Engineering,Supply Chain Management,Pharmacy Assistant,11-3071,42361.0,78873.0,"['CAD Software', 'Design Thinking', 'Civil Engineering']",0
NOW,Finance,Supply Chain Management,Civil Project Engineer,43-5081,35256.0,62904.0,"['Risk Management', 'Accounting Principles', 'Attention to Detail', 'Tax Planning', 'Data Analysis', 'Compliance']",0
NEXT,Healthcare,Finance & Accounting,Automotive Quality Engineer,17-2141,39865.0,66105.0,"['Diagnostic Skills', 'Health Education', 'Attention to Detail', 'Clinical Procedures', 'Emergency Response']",0
NEXT,Engineering,Medical Services,Financial Auditor,15-1132,33991.0,75912.0,"['Electrical Systems', 'Structural Analysis', 'Mathematics', 'Automation', 'CAD Software', 'Civil Engineering']",0
NEXT,Information Technology,Medical Services,Electrical Systems Engineer,17-2051,32195.0,58301.0,"['Python', 'Cybersecurity', 'Data Analysis']",0
NOW,Logistics,Medical Services,Registered Nurse,15-1256,34741.0,56919.0,"['Warehouse Operations', 'Order Processing', 'Supply Chain Optimization']",0
NEXT,Information Technology,Medical Services,Risk Compliance Officer,17-2071,31392.0,67062.0,"['Technical Support', 'Cybersecurity', 'Data Analysis', 'Software Development', 'Database Management', 'SQL']",1
NOW,Information Technology,Software Development,Risk Compliance Officer,17-2071,44058.0,78731.0,"['Problem Solving', 'Network Configuration', 'Python']",1
NOW,Healthcare,Supply Chain Management,Supply Chain Analyst,13-2051,34087.0,76588.0,"['Emergency Response', 'Medical Knowledge', 'Medical Documentation']",0
NEXT,Finance,Software Development,Supply Chain Analyst,43-5081,44211.0,61902.0,"['Financial Forecasting', 'Financial Analysis', 'Tax Planning', 'Accounting Principles']",0
NOW,Logistics,Supply Chain Management,Senior Software Developer,15-1121,32474.0,67285.0,"['Inventory Management', 'Vendor Relations', 'Order Processing', 'Project Management', 'Data Entry']",1
NOW,Information Technology,Finance & Accounting,Pharmacy Assistant,17-2071,35031.0,70288.0,"['Cloud Computing', 'Software Development', 'Data Analysis']",0
NEXT,Finance,IT Support,Logistics Planner,17-2112,40357.0,70781.0,"['Tax Planning', 'Financial Forecasting', 'Financial Reporting', 'Accounting Principles']",0
NOW,Engineering,IT Support,Junior Software Developer,17-2071,36126.0,76493.0,"['Mechanical Design', 'Quality Control', 'Analytical Skills', 'Structural Analysis', 'Automation']",0
NEXT,Information Technology,Automotive Engineering,Registered Nurse,17-2141,33657.0,45050.0,"['Cloud Computing', 'Problem Solving', 'Machine Learning', 'Network Configuration', 'Java', 'Technical Support']",2
NEXT,Healthcare,Supply Chain Management,Registered Nurse,15-1121,30127.0,56205.0,"['Patient Assessment', 'Diagnostic Skills', 'Health Education']",0
NEXT,Engineering,Medical Services,Mechanical Design Engineer,11-3071,38323.0,52704.0,"['Design Thinking', 'Quality Control', 'Mechanical Design', 'Mathematics', 'Civil Engineering']",0
NOW,Engineering,Finance & Accounting,Tax Consultant,17-2071,36925.0,72356.0,"['Analytical Skills', 'Thermodynamics', 'Civil Engineering', 'Electrical Systems', 'Automation', 'Design Thinking']",0
NOW,Information Technology,IT Support,Electrical Systems Engineer,17-2071,30971.0,63178.0,"['Java', 'Database Management', 'Network Configuration', 'SQL', 'Technical Support']",2
NEXT,Engineering,Software Development,Mechanical Design Engineer,11-3071,38521.0,52694.0,"['Automation', 'Quality Control', 'Mathematics', 'CAD Software']",0
NEXT,Engineering,Medical Services,Pharmacy Assistant,43-5081,36395.0,61756.0,"['Design Thinking', 'Project Management', 'Quality Control', 'Electrical Systems']",0
NEXT,Healthcare,IT Support,Mechanical Design Engineer,29-1141,43061.0,53761.0,"['Diagnostic Skills', 'Problem Solving', 'Communication', 'Clinical Procedures']",1
NOW,Information Technology,Software Development,Tax Consultant,17-2071,39555.0,53187.0,"['Cybersecurity', 'Python', 'Java', 'Database Management', 'Technical Support']",1
NOW,Healthcare,Automotive Engineering,Junior Software Developer,11-3071,35728.0,56096.0,"['Communication', 'Medical Documentation', 'Emergency Response', 'Patient Care', 'Medical Knowledge', 'Problem Solving']",1
NEXT,Information Technology,Medical Services,Supply Chain Analyst,15-1152,41055.0,57157.0,"['Machine Learning', 'SQL', 'Software Development']",1
NEXT,Finance,Supply Chain Management,Pharmacy Assistant,11-3071,42569.0,47344.0,"['Data Analysis', 'Attention to Detail', 'Accounting Principles']",0
NOW,Finance,Software Development,Financial Auditor,17-2051,39217.0,66958.0,"['Tax Planning', 'Attention to Detail', 'Risk Management', 'Financial Forecasting', 'Budgeting', 'Investment Analysis']",0
NOW,Finance,IT Support,Pharmacy Assistant,17-2141,36368.0,48173.0,"['Attention to Detail', 'Risk Management', 'Compliance']",0
NEXT,Engineering,Automotive Engineering,Automotive Quality Engineer,17-2112,44686.0,50283.0,"['Project Management', 'Civil Engineering', 'Electrical Systems', 'Structural Analysis', 'Automation']",0
NOW,Engineering,IT Support,Logistics Planner,43-5081,43915.0,65510.0,"['Automation', 'Mathematics', 'Thermodynamics', 'Project Management', 'Design Thinking', 'Quality Control']",0
NEXT,Information Technology,Automotive Engineering,Cybersecurity Analyst,17-2051,41095.0,64692.0,"['Problem Solving', 'Python', 'Software Development', 'Technical Support', 'Data Analysis', 'Database Management']",1
NEXT,Logistics,Software Development,Civil Project Engineer,15-1121,39706.0,70405.0,"['Inventory Management', 'Freight Management', 'Attention to Detail', 'Data Entry']",1
NEXT,Healthcare,Automotive Engineering,Tax Consultant,15-1121,35491.0,71915.0,"['Problem Solving', 'Attention to Detail', 'Medical Documentation', 'Diagnostic Skills', 'Medical Knowledge', 'Patient Assessment']",1
NOW,Healthcare,Supply Chain Management,Electrical Systems Engineer,15-1256,40042.0,62685.0,"['Emergency Response', 'Medical Documentation', 'Patient Assessment']",0
NOW,Healthcare,Supply Chain Management,Cybersecurity Analyst,17-2051,37290.0,63947.0,"['Medical Documentation', 'Problem Solving', 'Health Education', 'Communication', 'Attention to Detail']",1
NOW,Healthcare,Automotive Engineering,Pharmacy Assistant,15-1152,32791.0,73689.0,"['Problem Solving', 'Patient Assessment', 'Medical Knowledge', 'Communication', 'Clinical Procedures', 'Emergency Response']",1
NOW,Healthcare,IT Support,Network Administrator,17-2071,41480.0,57586.0,"['Patient Care', 'Communication', 'Attention to Detail', 'Emergency Response']",0
NOW,Finance,Software Development,Financial Auditor,13-2051,41944.0,76925.0,"['Data Analysis', 'Investment Analysis', 'Compliance', 'Financial Analysis']",0
NEXT,Healthcare,Medical Services,Senior Software Developer,17-2112,37276.0,75153.0,"['Problem Solving', 'Medical Documentation', 'Health Education']",1
NEXT,Healthcare,IT Support,Mechanical Design Engineer,15-1132,42358.0,79065.0,"['Attention to Detail', 'Medical Documentation', 'Problem Solving', 'Patient Care', 'Patient Assessment', 'Medical Knowledge']",1
NOW,Healthcare,Software Development,Senior Software Developer,15-1121,44908.0,74814.0,"['Attention to Detail', 'Emergency Response', 'Patient Assessment', 'Patient Care', 'Medical Documentation']",0
NOW,Healthcare,IT Support,Automotive Quality Engineer,11-3071,41971.0,54110.0,"['Problem Solving', 'Diagnostic Skills', 'Patient Assessment', 'Attention to Detail', 'Health Education', 'Emergency Response']",1
NEXT,Information Technology,Supply Chain Management,Mechanical Design Engineer,13-2051,36831.0,58609.0,"['Data Analysis', 'Python', 'Cybersecurity', 'Cloud Computing', 'Problem Solving']",1
NEXT,Healthcare,Finance & Accounting,Logistics Planner,17-2071,44242.0,68542.0,"['Patient Care', 'Clinical Procedures', 'Problem Solving', 'Patient Assessment']",1
NEXT,Information Technology,IT Support,Senior Software Developer,15-1152,39742.0,79086.0,"['Java', 'Network Configuration', 'Python', 'Cloud Computing', 'Database Management', 'Software Development']",1
NEXT,Logistics,IT Support,Clinical Laboratory Technician,13-2051,35856.0,61615.0,"['Supply Chain Optimization', 'Project Management', 'Order Processing', 'Attention to Detail', 'Vendor Relations', 'Inventory Management']",0
NEXT,Finance,IT Support,Senior Software Developer,17-2141,34631.0,45822.0,"['Investment Analysis', 'Budgeting', 'Tax Planning', 'Data Analysis', 'Compliance', 'Attention to Detail']",0
NOW,Engineering,Medical Services,Risk Compliance Officer,15-1152,30246.0,75151.0,"['Mechanical Design', 'Quality Control', 'Project Management', 'Thermodynamics', 'Design Thinking', 'Structural Analysis']",0
NEXT,Healthcare,Software Development,Cybersecurity Analyst,17-2071,32093.0,54607.0,"['Medical Documentation', 'Diagnostic Skills', 'Patient Assessment']",0
NOW,Information Technology,Supply Chain Management,Tax Consultant,13-2051,35485.0,79544.0,"['Java', 'Cybersecurity', 'Machine Learning', 'Data Analysis']",1
NOW,Healthcare,Finance & Accounting,Senior Software Developer,43-5081,40274.0,45049.0,"['Medical Knowledge', 'Patient Care', 'Attention to Detail', 'Problem Solving', 'Emergency Response', 'Patient Assessment']",1
NOW,Information Technology,IT Support,Civil Project Engineer,13-2051,40790.0,70988.0,"['Network Configuration', 'Technical Support', 'Database Management']",0
NEXT,Finance,Supply Chain Management,Senior Software Developer,17-2112,32278.0,64134.0,"['Financial Reporting', 'Financial Analysis', 'Accounting Principles', 'Budgeting']",0
NEXT,Engineering,IT Support,Automotive Quality Engineer,29-1141,41143.0,71318.0,"['Quality Control', 'Analytical Skills', 'Design Thinking', 'CAD Software', 'Automation']",0
NOW,Finance,IT Support,Automotive Quality Engineer,15-1152,43207.0,70444.0,"['Investment Analysis', 'Budgeting', 'Financial Analysis', 'Data Analysis', 'Attention to Detail']",0
NEXT,Finance,Finance & Accounting,Supply Chain Analyst,15-1152,41637.0,57555.0,"['Data Analysis', 'Accounting Principles', 'Attention to Detail', 'Risk Management', 'Compliance']",0
NOW,Logistics,Supply Chain Management,Senior Software Developer,13-2051,33107.0,71756.0,"['Vendor Relations', 'Forecasting Demand', 'Order Processing', 'Attention to Detail', 'Data Entry', 'Project Management']",1
NOW,Logistics,Software Development,IT Support Specialist,11-3071,35857.0,62117.0,"['Supply Chain Optimization', 'Attention to Detail', 'Order Processing', 'Project Management', 'Data Entry', 'Inventory Management']",1
NEXT,Engineering,Supply Chain Management,Tax Consultant,17-2112,40633.0,76285.0,"['Design Thinking', 'Project Management', 'Mechanical Design', 'Electrical Systems', 'CAD Software', 'Analytical Skills']",0
NOW,Healthcare,Supply Chain Management,Automotive Quality Engineer,11-3071,44783.0,45963.0,"['Problem Solving', 'Attention to Detail', 'Medical Documentation', 'Patient Assessment']",1
NEXT,Logistics,Medical Services,Clinical Laboratory Technician,43-5081,36769.0,46192.0,"['Attention to Detail', 'Order Processing', 'Vendor Relations', 'Supply Chain Optimization', 'Forecasting Demand', 'Data Entry']",1
NOW,Finance,Automotive Engineering,IT Support Specialist,15-1121,38612.0,70177.0,"['Attention to Detail', 'Accounting Principles', 'Investment Analysis', 'Financial Reporting']",0
NEXT,Information Technology,Automotive Engineering,Tax Consultant,15-1132,31583.0,50328.0,"['SQL', 'Problem Solving', 'Technical Support', 'Java', 'Database Management']",3
NOW,Healthcare,IT Support,Clinical Laboratory Technician,17-2051,31639.0,60530.0,"['Medical Documentation', 'Health Education', 'Communication', 'Patient Assessment', 'Medical Knowledge', 'Attention to Detail']",0
NEXT,Healthcare,Software Development,Risk Compliance Officer,43-5081,41298.0,48091.0,"['Medical Knowledge', 'Attention to Detail', 'Medical Documentation', 'Problem Solving']",1
NEXT,Engineering,Finance & Accounting,Junior Software Developer,15-1152,38030.0,57406.0,"['Structural Analysis', 'Automation', 'Mechanical Design', 'Thermodynamics', 'Civil Engineering']",0
NEXT,Healthcare,IT Support,Clinical Laboratory Technician,15-1132,35855.0,65057.0,"['Clinical Procedures', 'Health Education', 'Communication', 'Attention to Detail', 'Emergency Response', 'Patient Care']",0
NEXT,Finance,Supply Chain Management,Automotive Quality Engineer,15-1132,39006.0,77336.0,"['Data Analysis', 'Financial Analysis', 'Financial Forecasting', 'Tax Planning', 'Investment Analysis', 'Financial Reporting']",0
NEXT,Logistics,Medical Services,IT Support Specialist,11-3071,41717.0,57530.0,"['Freight Management', 'Inventory Management', 'Data Entry']",1
NEXT,Engineering,Medical Services,Automotive Quality Engineer,13-2051,33676.0,49336.0,"['Structural Analysis', 'Design Thinking', 'Thermodynamics']",0
NOW,Logistics,IT Support,Mechanical Design Engineer,15-1152,39054.0,60955.0,"['Data Entry', 'Supply Chain Optimization', 'Project Management', 'Warehouse Operations', 'Order Processing', 'Forecasting Demand']",1
NEXT,Logistics,Supply Chain Management,Logistics Planner,17-2112,34149.0,78243.0,"['Project Management', 'Data Entry', 'Warehouse Operations']",1
NEXT,Healthcare,Automotive Engineering,Cybersecurity Analyst,15-1132,40115.0,75528.0,"['Medical Knowledge', 'Diagnostic Skills', 'Problem Solving', 'Communication', 'Emergency Response', 'Clinical Procedures']",1
NOW,Finance,Software Development,Cybersecurity Analyst,17-2071,32774.0,51066.0,"['Investment Analysis', 'Compliance', 'Attention to Detail', 'Budgeting', 'Financial Analysis']",0
NOW,Logistics,Supply Chain Management,Tax Consultant,29-1141,32203.0,45829.0,"['Project Management', 'Supply Chain Optimization', 'Attention to Detail', 'Warehouse Operations', 'Vendor Relations', 'Freight Management']",0
NOW,Information Technology,Software Development,Senior Software Developer,17-2051,33703.0,46223.0,"['Problem Solving', 'Machine Learning', 'Network Configuration', 'Cybersecurity', 'Data Analysis', 'Technical Support']",1
NOW,Finance,IT Support,Network Administrator,43-5081,39333.0,59084.0,"['Data Analysis', 'Attention to Detail', 'Financial Reporting', 'Tax Planning', 'Accounting Principles', 'Compliance']",0
NEXT,Engineering,Finance & Accounting,Senior Software Developer,15-1152,31728.0,70705.0,"['CAD Software', 'Mechanical Design', 'Civil Engineering', 'Analytical Skills', 'Thermodynamics']",0
NEXT,Healthcare,Medical Services,Automotive Quality Engineer,17-2112,41905.0,61037.0,"['Attention to Detail', 'Medical Knowledge', 'Diagnostic Skills']",0
NEXT,Engineering,Software Development,Civil Project Engineer,17-2071,35319.0,79989.0,"['Design Thinking', 'Analytical Skills', 'Automation', 'Civil Engineering', 'CAD Software']",0
NEXT,Information Technology,Automotive Engineering,Supply Chain Analyst,17-2141,33324.0,58451.0,"['Technical Support', 'SQL', 'Problem Solving', 'Python', 'Machine Learning']",2
NOW,Information Technology,IT Support,Civil Project Engineer,15-1132,44835.0,62942.0,"['Python', 'Cybersecurity', 'SQL']",1
NOW,Engineering,Supply Chain Management,Warehouse Operations Manager,43-5081,39527.0,51210.0,"['Project Management', 'Civil Engineering', 'Automation']",0
NEXT,Logistics,IT Support,Tax Consultant,11-3071,35951.0,48835.0,"['Data Entry', 'Forecasting Demand', 'Vendor Relations', 'Supply Chain Optimization', 'Order Processing', 'Inventory Management']",1
NEXT,Information Technology,Medical Services,Automotive Quality Engineer,17-2071,41888.0,54199.0,"['Problem Solving', 'Cloud Computing', 'Database Management', 'Cybersecurity', 'Data Analysis', 'Technical Support']",1
NOW,Information Technology,IT Support,Senior Software Developer,29-1141,37377.0,76991.0,"['Cybersecurity', 'Java', 'Software Development']",1
NOW,Logistics,Software Development,Supply Chain Analyst,43-5081,30174.0,75708.0,"['Order Processing', 'Vendor Relations', 'Warehouse Operations']",0
NEXT,Engineering,IT Support,Cybersecurity Analyst,17-2112,42088.0,61477.0,"['Design Thinking', 'Structural Analysis', 'Automation']",0
NEXT,Information Technology,Automotive Engineering,Warehouse Operations Manager,15-1132,41350.0,79229.0,"['Data Analysis', 'Problem Solving', 'Technical Support', 'Python', 'Java', 'Software Development']",2
NOW,Information Technology,Finance & Accounting,Electrical Systems Engineer,17-2051,36246.0,69827.0,"['Database Management', 'Data Analysis', 'Technical Support', 'Cloud Computing']",0
NOW,Information Technology,IT Support,Tax Consultant,29-1141,41930.0,66666.0,"['Technical Support', 'Cloud Computing', 'Java', 'SQL', 'Network Configuration']",2
NEXT,Logistics,Supply Chain Management,Junior Software Developer,17-2051,37380.0,62204.0,"['Project Management', 'Logistics Coordination', 'Supply Chain Optimization', 'Vendor Relations']",0
NOW,Information Technology,Supply Chain Management,Risk Compliance Officer,15-1132,40730.0,78410.0,"['Problem Solving', 'Database Management', 'Technical Support']",1
NEXT,Finance,Finance & Accounting,Electrical Systems Engineer,15-1121,34860.0,48893.0,"['Financial Reporting', 'Accounting Principles', 'Budgeting', 'Financial Analysis', 'Compliance']",0
NEXT,Engineering,IT Support,Electrical Systems Engineer,11-3071,44432.0,63880.0,"['Mechanical Design', 'CAD Software', 'Civil Engineering']",0
NOW,Finance,Automotive Engineering,Logistics Planner,17-2112,30149.0,68688.0,"['Risk Management', 'Financial Analysis', 'Financial Forecasting']",0
NOW,Engineering,Medical Services,Junior Software Developer,17-2141,34728.0,72011.0,"['Thermodynamics', 'Quality Control', 'Project Management', 'Structural Analysis', 'Civil Engineering']",0
